Date,Product Name,Units Sold,Price,Competitor Price,Stock Available,Marketing Spend,Holiday/Seasonal Indicator,Weather Condition,Economic Indicator,Social Media Trend Score,Market Sentiment Score,Competitor Activity Score
2025-02-18,Vivo X90,24,1075,1113,291,1447,0,Cloudy,0.7413246723448096,89,-0.6779150927350097,3
2025-02-18,Vivo X100,37,1384,1360,206,678,0,Rainy,0.9169103047625632,91,-0.2531489265307454,7
2025-02-19,iPhone 14,6,336,358,400,815,0,Snowy,1.384689440815857,47,0.3788019636300235,3
2025-02-19,iPhone 14 Pro,18,1034,986,213,919,0,Snowy,1.3912395238275224,33,-0.4899954444594372,7
2025-02-19,iPhone 15,22,933,952,262,584,0,Snowy,1.2499126594505583,72,-0.023297383451786446,7
2025-02-19,iPhone 15 Pro,36,1217,1287,437,1379,0,Sunny,1.2613933429677864,0,0.7654053882714276,0
2025-02-19,Samsung Galaxy S22,46,1026,1059,494,835,0,Rainy,0.8357478438606198,22,-0.30538243887457517,0
2025-02-19,Samsung Galaxy S23,18,795,774,199,371,0,Rainy,1.4869142045119608,70,-0.5639764119004007,1
2025-02-19,Samsung Galaxy S24,26,1342,1382,392,1496,0,Sunny,0.806000613897254,26,0.8594725152549803,0
2025-02-19,Google Pixel 6,37,1170,1196,383,813,0,Cloudy,1.4196206547004797,99,0.7540125300113376,8
2025-02-19,Google Pixel 7,16,1089,1158,400,197,0,Cloudy,0.8181120234207103,52,-0.2674701716685197,1
2025-02-19,Google Pixel 8,41,1208,1195,94,237,0,Cloudy,1.2869625757554872,37,-0.8653450931083619,0
2025-02-19,OnePlus 10,37,757,801,159,709,0,Sunny,0.7531525006928954,59,0.25197062733362063,4
2025-02-19,OnePlus 11,33,808,902,245,708,0,Snowy,0.8654525932123549,33,-0.948626688884779,7
2025-02-19,OnePlus 12,7,1171,1229,268,231,0,Cloudy,1.221674014458059,9,-0.983358476362,8
2025-02-19,Xiaomi 12,12,1454,1512,239,388,0,Snowy,1.4756844475981055,61,0.8839971895968197,5
2025-02-19,Xiaomi 13,12,1238,1196,428,352,0,Rainy,1.2835805764367834,32,-0.11339485985539355,1
2025-02-19,Xiaomi 14,22,1026,1070,263,279,0,Snowy,0.5576549582387124,37,-0.08369109114862949,2
2025-02-19,Oppo Find X5,27,1114,1120,452,1462,0,Rainy,1.0402384033865215,65,0.3981226730170837,8
2025-02-19,Oppo Find X6,8,773,797,293,611,0,Sunny,1.4283616196904227,75,0.674074248994202,8
2025-02-19,Vivo X90,21,404,497,161,1075,0,Cloudy,0.9552822781027509,44,0.04125131881929445,7
2025-02-19,Vivo X100,13,682,691,124,1071,0,Sunny,0.9760052803360496,98,0.210318118535612,8
2025-02-20,iPhone 14,21,924,931,352,885,0,Sunny,1.2784320635933706,16,-0.2072855170378738,0
2025-02-20,iPhone 14 Pro,48,1023,1092,282,1116,0,Cloudy,1.3931601044040702,99,0.7458900815168041,7
2025-02-20,iPhone 15,38,943,941,450,1450,0,Snowy,1.2887473606368332,43,0.20055286317086418,4
2025-02-20,iPhone 15 Pro,21,802,807,494,1326,0,Sunny,0.704700250390662,31,-0.8285476912168017,6
2025-02-20,Samsung Galaxy S22,6,1134,1216,456,994,0,Cloudy,0.7200676510156612,29,0.9737020962859582,7
2025-02-20,Samsung Galaxy S23,40,512,523,136,1152,0,Sunny,1.4577527843819444,87,-0.43502325468873515,6
2025-02-20,Samsung Galaxy S24,30,805,805,268,1489,0,Cloudy,0.7693732435380728,37,-0.27925075752041373,7
2025-02-20,Google Pixel 6,42,993,965,155,1046,0,Sunny,0.5605706136184959,21,-0.7451086825394035,6
2025-02-20,Google Pixel 7,7,1416,1485,171,1088,0,Rainy,1.397848615253553,52,-0.19345781225052372,2
2025-02-20,Google Pixel 8,6,790,799,443,609,0,Rainy,0.5121144568470593,36,0.3188346598102425,6
2025-02-20,OnePlus 10,7,505,512,65,1215,0,Snowy,0.9493866922947839,27,-0.5330553564376552,5
2025-02-20,OnePlus 11,18,1342,1385,324,995,0,Cloudy,0.664088468936914,31,0.2592787755524022,6
2025-02-20,OnePlus 12,38,900,875,355,1474,0,Cloudy,1.1770245674764364,94,-0.5823291248517999,3
2025-02-20,Xiaomi 12,19,1254,1260,208,680,0,Rainy,1.0912881564665304,46,0.7320942097384775,9
2025-02-20,Xiaomi 13,46,754,764,182,1147,0,Rainy,0.9924478419185494,14,-0.9513345936115687,9
2025-02-20,Xiaomi 14,37,1423,1419,484,952,0,Snowy,1.1444519645692366,53,0.01853090913526323,6
2025-02-20,Oppo Find X5,41,506,499,389,226,0,Rainy,1.382449459352629,77,0.6988357080501431,0
2025-02-20,Oppo Find X6,10,1460,1511,241,1034,0,Cloudy,1.0521959013732736,36,-0.7917116778395763,5
2025-02-20,Vivo X90,40,764,826,459,860,0,Cloudy,1.1009254505031185,57,0.4338327725168667,0
2025-02-20,Vivo X100,23,888,985,85,162,0,Rainy,0.9828209687628278,32,0.6085412959254639,6
2025-02-21,iPhone 14,24,863,859,476,442,0,Rainy,1.0080080288405195,47,0.06276093405496685,2
2025-02-21,iPhone 14 Pro,45,672,663,269,130,0,Rainy,0.6620615314352943,6,0.5473076826801018,9
2025-02-21,iPhone 15,16,1108,1100,335,108,0,Rainy,1.4770830582827088,67,0.49399520288841514,2
2025-02-21,iPhone 15 Pro,41,711,734,493,429,0,Snowy,0.7055588351370388,79,0.556860251930803,7
2025-02-21,Samsung Galaxy S22,17,883,925,337,207,0,Snowy,0.6004799472356032,24,-0.7833941193820333,7
2025-02-21,Samsung Galaxy S23,24,799,861,305,1226,0,Sunny,0.5100891627964761,72,-0.6484862338443735,7
2025-02-21,Samsung Galaxy S24,38,909,867,384,840,0,Snowy,0.559144258587211,66,-0.8125764372142676,0
2025-02-21,Google Pixel 6,38,403,451,299,1160,0,Rainy,0.8615312972130293,9,0.7263567172996293,8
2025-02-21,Google Pixel 7,9,1488,1494,297,1152,0,Snowy,1.4512738459718277,30,0.6511834817813347,5
2025-02-21,Google Pixel 8,17,1039,1017,158,285,0,Snowy,0.8082206518459387,46,-0.0676061126307741,3
2025-02-21,OnePlus 10,42,801,804,135,1111,0,Snowy,0.9238745974929039,35,0.8209054986057962,0
2025-02-21,OnePlus 11,8,944,935,412,927,0,Sunny,0.9166106041023868,56,-0.08081629934519019,9
2025-02-21,OnePlus 12,29,1279,1312,314,719,0,Sunny,1.152090354786989,32,0.5085258554502889,7
2025-02-21,Xiaomi 12,45,513,594,458,679,0,Cloudy,1.3316775539428,38,0.3682933329736817,3
2025-02-21,Xiaomi 13,26,487,525,338,1200,0,Cloudy,1.1480199400077153,5,0.448781859751086,0
2025-02-21,Xiaomi 14,16,505,468,413,1479,0,Sunny,0.8896660863911247,9,0.23108068752885313,5
2025-02-21,Oppo Find X5,28,1249,1248,96,457,0,Sunny,1.0536984782007845,65,-0.5275779971298078,5
2025-02-21,Oppo Find X6,20,798,883,71,1266,0,Sunny,0.7442434180370128,31,-0.37215400307357616,0
2025-02-21,Vivo X90,23,1490,1538,63,906,0,Sunny,1.342449474138676,49,0.3310111337006587,6
2025-02-21,Vivo X100,24,530,627,77,937,0,Rainy,0.7548442989123687,22,0.6042992847430837,6
2025-02-22,iPhone 14,38,449,486,362,1298,1,Rainy,0.7055657506487027,84,-0.5237758679641471,5
2025-02-22,iPhone 14 Pro,12,1244,1236,142,244,1,Snowy,1.2095175760243941,61,-0.7264620098972463,0
2025-02-22,iPhone 15,8,1471,1562,464,1154,1,Cloudy,0.9560248768176391,52,-0.7060773183982292,9
2025-02-22,iPhone 15 Pro,36,1291,1356,216,1107,1,Sunny,1.22696621826449,61,0.7599973574222691,0
2025-02-22,Samsung Galaxy S22,34,447,532,125,240,1,Rainy,0.7007534557624248,48,-0.06291714479360966,1
2025-02-22,Samsung Galaxy S23,23,1458,1460,123,1263,1,Sunny,0.5119485743879859,76,-0.6204852495208169,8
2025-02-22,Samsung Galaxy S24,41,569,626,71,1129,1,Sunny,1.4262109076554446,15,-0.16580879785288172,4
2025-02-22,Google Pixel 6,6,591,671,490,140,1,Sunny,1.280625005085949,13,-0.16054205934906363,1
2025-02-22,Google Pixel 7,44,1032,1024,479,531,1,Sunny,1.3600075702519026,39,-0.5211151551597981,0
2025-02-22,Google Pixel 8,28,508,516,242,665,1,Cloudy,0.7550268720922674,78,0.7821604262382953,5
2025-02-22,OnePlus 10,6,822,902,188,415,1,Rainy,0.5696831080612944,0,-0.6264382422318491,3
2025-02-22,OnePlus 11,39,1223,1179,385,948,1,Sunny,0.7408304752343053,74,-0.12070174846215465,3
2025-02-22,OnePlus 12,15,1196,1272,333,1242,1,Rainy,0.6451333339961609,13,-0.9235102378883919,2
2025-02-22,Xiaomi 12,34,1279,1323,171,842,1,Cloudy,1.373869558918635,27,0.8188167387937646,2
2025-02-22,Xiaomi 13,24,885,953,418,592,1,Sunny,0.9827685798750208,84,-0.21528740530599144,5
2025-02-22,Xiaomi 14,13,916,940,373,405,1,Rainy,1.0567077538290461,16,-0.4962259445992496,9
2025-02-22,Oppo Find X5,22,841,897,209,161,1,Cloudy,0.7464883093716951,69,-0.2663134858426519,2
2025-02-22,Oppo Find X6,37,402,397,61,482,1,Cloudy,1.3174660183625893,49,0.019022403417959355,8
2025-02-22,Vivo X90,45,819,771,357,1262,1,Snowy,0.6223690833916485,50,-0.7444908562448995,0
2025-02-22,Vivo X100,33,706,717,177,178,1,Snowy,0.5722366713641456,12,0.1807228710821176,2
2025-02-23,iPhone 14,42,1444,1507,227,992,1,Cloudy,0.8509422001814494,25,0.06666390092387675,2
2025-02-23,iPhone 14 Pro,17,876,828,185,990,1,Rainy,1.3058102284064237,29,-0.44698820087281854,0
2025-02-23,iPhone 15,11,1203,1286,451,1354,1,Rainy,1.3457202879864776,59,0.7813189579784363,0
2025-02-23,iPhone 15 Pro,11,1353,1337,364,564,1,Rainy,1.0365454927373032,80,-0.8169790442289655,4
2025-02-23,Samsung Galaxy S22,37,1130,1204,475,275,1,Rainy,0.7690747008315273,54,-0.15006148856663004,5
2025-02-23,Samsung Galaxy S23,30,624,612,462,611,1,Rainy,1.2091461766235199,54,-0.166733173838562,9
2025-02-23,Samsung Galaxy S24,6,303,272,407,821,1,Rainy,0.9078100184190925,45,-0.20039793975442222,5
2025-02-23,Google Pixel 6,18,1099,1170,395,1364,1,Rainy,1.418257709808129,94,0.6109485623030095,8
2025-02-23,Google Pixel 7,14,1184,1263,489,755,1,Sunny,0.9390301537348977,43,-0.27651221727367736,6
2025-02-23,Google Pixel 8,23,512,486,317,548,1,Sunny,1.434032634805425,63,0.290928926734372,7
2025-02-23,OnePlus 10,9,654,737,206,1021,1,Snowy,0.7202094980199695,0,-0.6584661235505664,4
2025-02-23,OnePlus 11,14,956,1019,249,234,1,Sunny,0.7560097610416292,55,0.8618636877193522,1
2025-02-23,OnePlus 12,11,1331,1399,358,174,1,Cloudy,1.1795686302794355,48,0.949205862246782,6
2025-02-23,Xiaomi 12,44,719,742,406,992,1,Cloudy,1.1683057992002648,79,-0.08581197829423748,7
2025-02-23,Xiaomi 13,6,917,920,302,1320,1,Rainy,0.951773476729668,63,-0.03738446519510097,1
2025-02-23,Xiaomi 14,18,1448,1448,268,996,1,Sunny,0.6081230875645404,21,0.1594507965044718,4
2025-02-23,Oppo Find X5,35,776,859,357,1459,1,Snowy,1.4156351230510267,9,-0.8840246372465577,7
2025-02-23,Oppo Find X6,20,334,309,123,939,1,Snowy,0.7123665477339122,87,0.5338095496883482,3
2025-02-23,Vivo X90,45,1175,1137,276,789,1,Cloudy,1.0199764674136995,95,0.2159448008937932,5
2025-02-23,Vivo X100,7,793,781,234,666,1,Cloudy,1.4106327346306358,49,0.018168081410473214,9
2025-02-24,iPhone 14,26,371,366,395,351,0,Sunny,0.5978475096879466,36,0.9155442434776511,2
2025-02-24,iPhone 14 Pro,9,476,567,455,1085,0,Sunny,0.6098965612013441,15,-0.7439783596789307,4
2025-02-24,iPhone 15,34,1038,1008,121,782,0,Sunny,1.114873694660883,18,0.6722157076299857,7
2025-02-24,iPhone 15 Pro,24,1316,1369,114,1450,0,Sunny,1.4529420902763923,56,0.7632583709540159,8
2025-02-24,Samsung Galaxy S22,13,1239,1315,494,585,0,Cloudy,0.7220095818118243,78,-0.9988313859844962,8
2025-02-24,Samsung Galaxy S23,8,794,808,256,513,0,Rainy,0.541268462839026,1,-0.07365189246480508,2
2025-02-24,Samsung Galaxy S24,28,881,864,180,986,0,Sunny,0.6752024143095637,21,-0.6190474629904072,1
2025-02-24,Google Pixel 6,10,1135,1218,83,962,0,Sunny,1.4670016318132957,5,0.988240144858983,7
2025-02-24,Google Pixel 7,20,877,836,387,257,0,Sunny,0.7057924427646816,3,0.9012376243212683,3
2025-02-24,Google Pixel 8,29,945,963,125,270,0,Cloudy,0.7440947127228534,77,-0.6860393618131178,9
2025-02-24,OnePlus 10,28,674,665,133,348,0,Rainy,0.6611036579790792,40,0.19744664981129256,4
2025-02-24,OnePlus 11,24,1373,1458,257,495,0,Cloudy,1.4967686538581306,37,-0.7503339713780723,9
2025-02-24,OnePlus 12,14,1178,1178,330,1172,0,Sunny,1.1554972127830512,14,-0.4196996479849704,5
2025-02-24,Xiaomi 12,25,326,355,112,278,0,Snowy,1.3722063355093925,23,-0.054515852643598484,9
2025-02-24,Xiaomi 13,15,1289,1342,332,1494,0,Rainy,1.149029619516627,55,-0.3409380894945133,1
2025-02-24,Xiaomi 14,45,659,673,437,1065,0,Sunny,1.2736321573090759,31,0.13579179525023433,4
2025-02-24,Oppo Find X5,5,1418,1495,439,736,0,Snowy,0.6353733539362167,96,0.1049489114916764,0
2025-02-24,Oppo Find X6,33,893,874,179,507,0,Cloudy,1.2799519822133816,80,0.12032343671227341,0
2025-02-24,Vivo X90,28,839,821,279,533,0,Cloudy,1.098042140888261,99,-0.8940685638149377,5
2025-02-24,Vivo X100,14,348,433,462,214,0,Rainy,0.6282993102627704,76,-0.3855644228720474,3
2025-02-25,iPhone 14,22,380,393,256,1252,0,Sunny,0.6726473494659204,75,0.6615150606143323,8
2025-02-25,iPhone 14 Pro,26,697,741,98,411,0,Rainy,1.295481024445762,5,-0.7657784923880286,8
2025-02-25,iPhone 15,20,1157,1144,209,892,0,Rainy,1.1258552361692167,75,-0.38712415646939413,0
2025-02-25,iPhone 15 Pro,41,946,986,107,1271,0,Cloudy,0.9538110708704884,18,0.3059519954857195,3
2025-02-25,Samsung Galaxy S22,17,1221,1263,322,106,0,Cloudy,0.5133321608915035,41,0.6915542491960893,7
2025-02-25,Samsung Galaxy S23,44,763,842,429,679,0,Snowy,1.4089940527378229,13,-0.5229500356308341,2
2025-02-25,Samsung Galaxy S24,25,916,913,465,1252,0,Cloudy,1.3107383233361105,55,0.021572946899774514,9
2025-02-25,Google Pixel 6,21,1426,1477,340,642,0,Snowy,1.1683962637610703,27,-0.8786677338749898,5
2025-02-25,Google Pixel 7,16,1029,1047,355,1092,0,Sunny,0.5712190690637728,79,-0.6970374399801891,4
2025-02-25,Google Pixel 8,45,555,507,168,345,0,Cloudy,0.6231235364284106,3,0.7586777719545224,1
2025-02-25,OnePlus 10,6,1179,1206,279,956,0,Rainy,1.1042109055991438,39,0.9177551889123405,2
2025-02-25,OnePlus 11,48,707,729,171,955,0,Rainy,1.2165933538660036,92,-0.8730498335476415,2
2025-02-25,OnePlus 12,31,679,769,63,1233,0,Rainy,0.9950263155512985,94,0.5668816574694304,2
2025-02-25,Xiaomi 12,40,1382,1453,281,715,0,Sunny,0.6954422301090493,46,-0.4040648770652182,9
2025-02-25,Xiaomi 13,35,1430,1401,412,451,0,Snowy,0.7974136669649586,99,0.39638400878235536,7
2025-02-25,Xiaomi 14,5,436,521,128,687,0,Rainy,0.8938720656888732,14,0.08287451041585481,1
2025-02-25,Oppo Find X5,9,1048,1041,168,266,0,Snowy,0.7510473965148639,53,0.10615085355511011,8
2025-02-25,Oppo Find X6,33,1353,1371,385,1148,0,Cloudy,1.212418665954949,26,-0.5317480661534608,7
2025-02-25,Vivo X90,17,527,572,188,715,0,Snowy,1.3585870765230388,83,-0.798873325920739,1
2025-02-25,Vivo X100,32,999,1002,76,1081,0,Snowy,1.0808475083653502,18,0.5411963444782906,0
2025-02-26,iPhone 14,7,1125,1195,459,957,0,Snowy,0.7031926366742474,67,0.6477281660201764,4
2025-02-26,iPhone 14 Pro,18,307,257,377,554,0,Sunny,1.2820364127355917,3,0.34723565683771396,9
2025-02-26,iPhone 15,23,1300,1272,304,475,0,Rainy,0.5843328656263365,78,-0.18823236878516503,7
2025-02-26,iPhone 15 Pro,17,850,893,250,741,0,Rainy,1.3007355367301585,77,0.8067227378116595,7
2025-02-26,Samsung Galaxy S22,10,1058,1015,154,316,0,Rainy,0.8789842034641872,24,-0.9596059325701614,2
2025-02-26,Samsung Galaxy S23,11,599,570,363,309,0,Cloudy,0.5341906571242314,56,0.21000305147426301,9
2025-02-26,Samsung Galaxy S24,46,545,534,249,1343,0,Sunny,0.5423039479851722,34,-0.4475107564003542,3
2025-02-26,Google Pixel 6,13,683,642,79,673,0,Rainy,1.4186783830890553,0,0.47541413386709563,1
2025-02-26,Google Pixel 7,47,928,882,171,1247,0,Rainy,0.6705101062071639,80,0.585196423140335,6
2025-02-26,Google Pixel 8,20,730,767,320,1136,0,Sunny,0.7155289057204433,42,-0.8710509825823936,0
2025-02-26,OnePlus 10,32,518,482,185,1258,0,Rainy,1.3225074464585562,29,-0.16867479011342912,7
2025-02-26,OnePlus 11,23,419,516,361,751,0,Rainy,0.7684322263461008,91,0.13241716025677652,2
2025-02-26,OnePlus 12,17,1283,1268,73,958,0,Sunny,1.3282820244292077,22,0.5053951598360897,8
2025-02-26,Xiaomi 12,43,336,305,75,865,0,Snowy,0.7459635010807896,68,0.8180062714362168,6
2025-02-26,Xiaomi 13,45,567,551,423,539,0,Snowy,1.3206241838592403,46,0.04267076322433083,8
2025-02-26,Xiaomi 14,44,1451,1525,158,852,0,Cloudy,0.7983254401195554,17,0.836259129961807,0
2025-02-26,Oppo Find X5,48,749,747,452,1122,0,Snowy,0.5719832430463692,78,-0.3881402464393724,8
2025-02-26,Oppo Find X6,27,1386,1470,419,1304,0,Cloudy,1.3368037831804322,29,-0.5264499799272895,2
2025-02-26,Vivo X90,25,948,1003,208,360,0,Sunny,0.7903340020620472,90,-0.7587003289248042,3
2025-02-26,Vivo X100,39,1484,1532,218,1496,0,Sunny,1.2741583674480124,47,-0.20769523450031757,7
2025-02-27,iPhone 14,49,1131,1087,357,1216,0,Rainy,0.8334134932992187,19,-0.9296529064313177,2
2025-02-27,iPhone 14 Pro,47,352,438,146,1489,0,Cloudy,0.9305311357984992,58,-0.6585043060727718,2
2025-02-27,iPhone 15,38,1064,1113,116,1415,0,Cloudy,1.0049085314514952,33,0.2102782218449195,2
2025-02-27,iPhone 15 Pro,7,1487,1488,388,1331,0,Rainy,0.5850390614089849,71,-0.4793830158393133,1
2025-02-27,Samsung Galaxy S22,41,418,506,356,608,0,Cloudy,0.6644726977438694,22,0.6421577610088036,3
2025-02-27,Samsung Galaxy S23,36,1050,1072,357,1223,0,Sunny,1.3984258427883554,35,0.4917588189624764,3
2025-02-27,Samsung Galaxy S24,38,982,984,363,696,0,Rainy,1.167195276347789,52,0.615942192173883,0
2025-02-27,Google Pixel 6,30,1152,1209,308,1080,0,Sunny,1.199907878543175,79,-0.58780464830855,1
2025-02-27,Google Pixel 7,15,1394,1475,365,331,0,Snowy,0.531791733031779,51,0.08890311900595571,3
2025-02-27,Google Pixel 8,39,904,930,450,1439,0,Cloudy,0.5240212760936179,26,0.8687887501277538,3
2025-02-27,OnePlus 10,23,553,566,206,359,0,Sunny,0.9462176015496797,31,-0.3747572734948086,7
2025-02-27,OnePlus 11,17,416,392,411,1028,0,Rainy,0.8031212773240867,48,0.6267584794829426,4
2025-02-27,OnePlus 12,49,1085,1094,129,812,0,Snowy,0.8013751752764584,26,-0.29346322663241775,7
2025-02-27,Xiaomi 12,10,1326,1394,408,783,0,Cloudy,0.5342097175323213,71,0.743303041475547,5
2025-02-27,Xiaomi 13,5,1100,1145,410,396,0,Snowy,0.9261736224150445,84,-0.26602484392650694,5
2025-02-27,Xiaomi 14,40,1379,1401,423,1030,0,Sunny,0.7203119767674385,28,0.15826855610134705,5
2025-02-27,Oppo Find X5,26,1214,1204,168,1070,0,Snowy,0.8052807490914499,47,-0.869548094192135,5
2025-02-27,Oppo Find X6,17,890,907,113,774,0,Sunny,1.1680086489225538,76,0.7019442783239989,2
2025-02-27,Vivo X90,12,1242,1208,246,803,0,Cloudy,0.6550738214526073,71,0.5218953909992612,9
2025-02-27,Vivo X100,11,1476,1450,128,331,0,Rainy,1.2229036695204965,88,0.816149912229791,3
2025-02-28,iPhone 14,10,1466,1504,438,476,0,Sunny,1.4342339287503039,80,0.7671757839093156,0
2025-02-28,iPhone 14 Pro,25,650,610,210,589,0,Sunny,1.1652043377195427,96,0.07791830122060883,5
2025-02-28,iPhone 15,38,849,892,402,465,0,Snowy,0.6486621843981172,70,-0.808216398476852,1
2025-02-28,iPhone 15 Pro,11,1268,1351,309,770,0,Rainy,0.5587153950899658,64,0.8842219097351569,4
2025-02-28,Samsung Galaxy S22,8,755,848,109,945,0,Sunny,1.4291125694208755,27,0.34506789279453787,3
2025-02-28,Samsung Galaxy S23,21,309,314,118,477,0,Sunny,1.1503505670947023,26,-0.4261056032303454,5
2025-02-28,Samsung Galaxy S24,37,946,960,490,1365,0,Sunny,1.4958411298255745,59,-0.12448971894292948,2
2025-02-28,Google Pixel 6,14,525,560,167,1000,0,Sunny,1.1158974128666868,58,-0.5491508659192463,8
2025-02-28,Google Pixel 7,27,1347,1357,136,581,0,Rainy,0.9151758313448383,88,-0.9538558764501739,4
2025-02-28,Google Pixel 8,33,954,954,147,999,0,Cloudy,1.4356994281428883,42,-0.40555685129811647,2
2025-02-28,OnePlus 10,22,1166,1210,50,1377,0,Snowy,1.3629322199605558,10,-0.7426687113400745,2
2025-02-28,OnePlus 11,31,621,683,271,921,0,Cloudy,1.1457410394250829,85,-0.5740432176745605,2
2025-02-28,OnePlus 12,10,916,923,142,1411,0,Sunny,1.1842264961776499,50,0.7975959257677752,7
2025-02-28,Xiaomi 12,44,1057,1059,204,208,0,Snowy,1.4283516212870864,71,-0.628766071940192,6
2025-02-28,Xiaomi 13,49,1489,1572,173,131,0,Snowy,1.1967011996684866,26,-0.7786555552170231,4
2025-02-28,Xiaomi 14,11,858,930,247,532,0,Rainy,0.9186174129935546,26,-0.983632003528065,6
2025-02-28,Oppo Find X5,27,980,1009,370,1026,0,Snowy,1.1515289588669877,99,0.8440935395143201,3
2025-02-28,Oppo Find X6,33,1174,1153,83,795,0,Cloudy,1.2049961914866834,95,-0.08974531999172908,6
2025-02-28,Vivo X90,35,932,971,65,1163,0,Snowy,1.3449980521939011,38,0.6738542335333735,7
2025-02-28,Vivo X100,30,1150,1103,252,965,0,Cloudy,0.6503450731028659,10,-0.5220096111370263,5
2025-03-01,iPhone 14,41,1441,1514,412,536,1,Snowy,1.15811448761291,26,-0.35415759273631586,6
2025-03-01,iPhone 14 Pro,16,869,889,319,1397,1,Sunny,1.205966085304174,16,-0.8908681543905614,2
2025-03-01,iPhone 15,17,1253,1210,312,1183,1,Rainy,0.7975121627207443,39,0.18757950678696367,1
2025-03-01,iPhone 15 Pro,21,664,634,305,238,1,Snowy,0.6128450502341878,46,-0.47153756927673784,2
2025-03-01,Samsung Galaxy S22,15,1487,1447,335,619,1,Cloudy,1.161898421338969,82,-0.48363773270260246,4
2025-03-01,Samsung Galaxy S23,17,712,730,93,1168,1,Sunny,1.2212301627870847,38,-0.8782631395162326,8
2025-03-01,Samsung Galaxy S24,24,361,356,394,1348,1,Sunny,1.1646062063700775,67,-0.4261467847775038,8
2025-03-01,Google Pixel 6,17,827,840,367,878,1,Sunny,1.2406618449767794,77,0.6671674235249023,3
2025-03-01,Google Pixel 7,45,417,506,205,1295,1,Rainy,1.2491657358513757,87,0.33197844401158805,3
2025-03-01,Google Pixel 8,27,1343,1412,314,1135,1,Sunny,0.9966847369096067,65,-0.10144157733580306,2
2025-03-01,OnePlus 10,9,898,966,490,236,1,Rainy,1.4188199552716054,47,-0.8715779670240529,2
2025-03-01,OnePlus 11,43,467,439,405,775,1,Cloudy,1.3431813127908083,99,0.9042317945228098,2
2025-03-01,OnePlus 12,10,953,988,109,665,1,Sunny,0.942014561172211,69,-0.722620031964547,7
2025-03-01,Xiaomi 12,43,845,879,334,1341,1,Sunny,0.6682982361485781,76,-0.7796625845029348,1
2025-03-01,Xiaomi 13,16,1388,1439,462,1201,1,Rainy,0.8847040384868942,35,-0.5091971222958032,5
2025-03-01,Xiaomi 14,16,1457,1545,134,1142,1,Cloudy,1.097351077104153,63,-0.6309594712085269,6
2025-03-01,Oppo Find X5,32,1112,1195,262,1079,1,Rainy,0.8554735597620525,86,-0.29631531105022035,7
2025-03-01,Oppo Find X6,16,463,431,435,689,1,Cloudy,1.474121438499235,6,-0.019800477983328735,4
2025-03-01,Vivo X90,28,859,866,181,995,1,Cloudy,1.3331039571928938,38,-0.8763100218149522,1
2025-03-01,Vivo X100,26,468,478,484,832,1,Snowy,1.1321201623881054,48,-0.24045712608368186,2
2025-03-02,iPhone 14,49,1326,1325,226,1270,1,Rainy,0.6363127062110113,85,-0.5644016964718896,9
2025-03-02,iPhone 14 Pro,18,1197,1229,499,321,1,Cloudy,1.2190584898618888,71,-0.2547078557621205,9
2025-03-02,iPhone 15,16,527,480,242,1220,1,Sunny,1.3079593231456994,10,-0.774536610642208,6
2025-03-02,iPhone 15 Pro,33,368,412,72,990,1,Snowy,1.193779966914466,77,-0.8997118369056696,0
2025-03-02,Samsung Galaxy S22,28,1446,1455,493,753,1,Sunny,1.2137880029636912,7,0.6089011007478362,3
2025-03-02,Samsung Galaxy S23,47,609,595,117,387,1,Rainy,0.6430851217356999,7,-0.11572039303812187,8
2025-03-02,Samsung Galaxy S24,29,513,490,143,688,1,Snowy,1.0418151180349895,39,-0.7876935633603028,2
2025-03-02,Google Pixel 6,14,1088,1149,402,1249,1,Sunny,1.2402667872988469,18,-0.30951655059221705,2
2025-03-02,Google Pixel 7,24,917,965,296,825,1,Rainy,0.9389360049663819,45,0.29514550687594077,3
2025-03-02,Google Pixel 8,30,1226,1243,272,414,1,Rainy,1.0326162745900547,99,-0.29824307630756675,7
2025-03-02,OnePlus 10,24,1498,1474,275,694,1,Rainy,0.7917655672205203,57,0.7518636356418111,5
2025-03-02,OnePlus 11,43,624,609,322,255,1,Snowy,1.0685526730731891,92,-0.2743199522549531,2
2025-03-02,OnePlus 12,41,635,673,131,1134,1,Cloudy,1.4332034403288125,30,0.6208404688730138,8
2025-03-02,Xiaomi 12,15,451,428,159,591,1,Cloudy,0.6865535239265821,81,-0.6020403714928262,1
2025-03-02,Xiaomi 13,9,1460,1446,391,291,1,Sunny,1.352874409913014,86,0.61552827872258,2
2025-03-02,Xiaomi 14,39,530,502,85,937,1,Sunny,1.4040098893359652,56,-0.3562792305839202,1
2025-03-02,Oppo Find X5,32,1140,1224,343,949,1,Snowy,0.8472763444768385,11,0.3970501341873358,1
2025-03-02,Oppo Find X6,46,888,918,257,567,1,Cloudy,0.8536419796522227,8,-0.85760116736957,7
2025-03-02,Vivo X90,5,491,500,303,309,1,Sunny,1.0994030071225787,46,0.21864844235444458,0
2025-03-02,Vivo X100,49,1432,1461,208,928,1,Cloudy,1.331537538877432,83,0.39500898901705495,5
2025-03-03,iPhone 14,17,850,868,343,1220,0,Snowy,0.8912965370076945,44,-0.6672811410402975,3
2025-03-03,iPhone 14 Pro,27,415,386,304,1156,0,Sunny,1.1430396626034764,26,-0.3797895592976799,7
